contract_no,cust_id,w,c,a_cut,shock_cut,p_label,y_pay
CTR-00041-1,CUST-00041,-1.584995462010137,1.7868011468731917,0.0,0.48606161408870563,0.6945541230801981,True
CTR-00042-1,CUST-00042,-2.136114463314804,0.25820342286426634,0.0,0.6586782301966346,0.049460910684998305,False
CTR-00043-1,CUST-00043,0.3688704919139787,0.3769360525437797,0.23750117641369917,0.6944584701838332,0.8581978189764261,True
CTR-00044-1,CUST-00044,0.4769474142876895,-0.8664211374944902,1.0,-1.3493002965056233,0.3910386818004202,False
CTR-00044-2,CUST-00044,0.3761855105927363,-0.6972014207100623,0.0,-0.0891572277606817,0.4161327853178285,True
CTR-00044-3,CUST-00044,0.22601050796363242,0.38013665289921783,0.0,-0.5768921535316499,0.780039148331853,True
CTR-00045-1,CUST-00045,-1.4496906103679243,-0.5433002680717796,4.5149228646199715,-0.7410136324781482,0.061715357977090386,False
CTR-00046-1,CUST-00046,2.860076196062683,0.9496680882285287,0.0,1.1630371587620272,0.993282265926161,True
CTR-00047-1,CUST-00047,0.39265370226647295,0.8109996394552378,0.25850149313050885,0.6903852358214123,0.9381165024758358,True
CTR-00048-1,CUST-00048,0.700344738710065,1.404993975938188,2.0,-1.7122254428616903,0.8348501540222891,True
CTR-00049-1,CUST-00049,0.6365565163965667,1.3391115940862441,0.0,-2.252679071110018,0.8987272346570788,True
CTR-00050-1,CUST-00050,-0.47464814617196593,1.456615277269936,1.2664618575842466,0.1184154508876013,0.7623278411169323,False
CTR-00051-1,CUST-00051,-0.6196613786065823,-1.3277024043168568,4.922183488428507,0.9710393250161398,0.08587430384636885,False
CTR-00052-1,CUST-00052,0.8034069131579857,0.9938332308507583,0.0,1.2141881461665647,0.9332078428850453,True
CTR-00052-2,CUST-00052,0.47901473924593274,0.23140045897564593,0.0,0.4764861531958846,0.7767340724774228,True
CTR-00052-3,CUST-00052,0.9504335930146419,1.135075320228594,0.1465813120486762,0.332290978043318,0.8125020625921031,True
CTR-00053-1,CUST-00053,2.1305004841498163,2.0009453500161887,0.0,1.684121587900422,0.0,True
CTR-00053-2,CUST-00053,1.323317498057564,-0.6649017232894682,0.0,-0.19431177618201062,0.8039540536580541,True
CTR-00054-1,CUST-00054,-0.7864111559729525,-0.20915985263744094,1.6111696217375848,0.31137254315420704,0.2989280867245886,True
CTR-00055-1,CUST-00055,0.8692744008502631,0.5781466650933491,0.0,-0.15606497691345791,0.8378842941528725,False
CTR-00055-2,CUST-00055,1.4534494581949642,1.7290499369560308,0.0,1.2464916033580966,0.9877700880426289,True
CTR-00056-1,CUST-00056,0.5766416321650318,-0.27741572726723596,0.0,1.8258526721963264,0.7669774060239825,False
CTR-00056-2,CUST-00056,1.3268632369752362,-1.0889636048496985,1.4017041250174653,-1.2437264082224453,0.7803498546863781,True
CTR-00057-1,CUST-00057,1.7629134107489113,-1.4051049104124866,1.5771818710002803,0.5019928846119314,0.8925994115743807,True
CTR-00057-2,CUST-00057,-1.1721406374561472,-1.1303981717023797,5.539409649413418,0.49279097660362603,0.11279702580111052,False
CTR-00058-1,CUST-00058,-1.421787097881646,0.2508111526563761,0.0,-0.9536660429974279,0.11491143220426105,False
CTR-00059-1,CUST-00059,0.15557193224606236,0.8616736701605933,0.0,0.6968180499726695,0.7575153206688644,True
CTR-00059-2,CUST-00059,1.1201354877475211,-0.5467604676367523,0.0,-1.0521007886387967,0.7902298377145595,True
CTR-00060-1,CUST-00060,-1.220418622198324,0.3319977897992069,8.0,-1.3326570684795869,0.03317020809848845,False
CTR-00061-1,CUST-00061,0.4465814957768449,-0.02384506393727004,0.5987370563202455,1.5595726346000922,0.7038510386203323,False
CTR-00062-1,CUST-00062,-1.6950597545396535,-1.4521604970162978,6.6399727042118615,-0.9194183741953238,0.033206726507119665,False
CTR-00063-1,CUST-00063,0.00031871049735288093,-1.6125720174445295,8.0,0.5889215331507551,0.08084532844923792,False
CTR-00063-2,CUST-00063,-0.556147740004041,-0.5894813612075507,1.407178685740546,1.1495761044079127,0.09608562463794962,False
CTR-00063-3,CUST-00063,-0.7321281291094042,-0.7801198041507336,3.0380297899810205,-0.11564958077616266,0.11465986339053172,False
CTR-00064-1,CUST-00064,-0.06822117620126483,-1.376223474068418,6.5100679255817155,-0.791533086352022,0.16639757187301213,True
CTR-00065-1,CUST-00065,0.05526835644575784,-0.3209003791123945,1.0,-0.03946746969234266,0.5584479570555481,False
CTR-00066-1,CUST-00066,0.47401253120039266,-0.36284071559737796,0.0,-0.8087226914940457,0.4129053387234833,True
CTR-00067-1,CUST-00067,1.536577658868731,0.9399499932292942,0.0,-0.47367716021323225,0.9390849851582569,True
CTR-00068-1,CUST-00068,1.5876501261091875,-0.28262883638428915,1.0,-0.7244391995476205,0.8234138715309717,True
CTR-00068-2,CUST-00068,1.922236031589136,0.6468731136371375,2.0,-1.1906905208878134,0.9233141941696358,True
CTR-00069-1,CUST-00069,0.8986262718816109,0.7628230797148712,0.0,-0.4436479122699346,0.8894367608612562,True
CTR-00070-1,CUST-00070,1.0604249776399626,1.2076314297626305,0.0,-0.1372744839799118,0.966247473694685,True
CTR-00071-1,CUST-00071,1.610570478399397,1.5900808770103148,1.0,-0.3539368283174318,0.9287972822297582,True
CTR-00071-2,CUST-00071,1.03710570642217,2.3607623910817153,0.0,0.1693512356480535,0.9783661162717676,True
CTR-00072-1,CUST-00072,-1.1041427960993169,0.03818205558273591,2.0,-0.3867798024192476,0.07150614341892512,False
CTR-00073-1,CUST-00073,1.0974782852660505,0.9727495014960597,0.0,0.8519628680260252,0.965546876420105,True
CTR-00074-1,CUST-00074,-1.106886338534447,-0.043010006035468805,0.0,1.4618678911998302,0.40278308269872376,True
CTR-00074-2,CUST-00074,1.0677440630170234,0.5781849674173006,0.0,0.29730032114264704,0.8201187027032482,False
CTR-00075-1,CUST-00075,0.5643939782901738,-0.16358562003965338,0.6212728575067459,-0.620150625012862,0.7343465655738786,True
CTR-00076-1,CUST-00076,-2.0043967305467576,-1.3968984603518844,1.2974200058880239,1.415983283952233,0.04275442092474157,False
CTR-00076-2,CUST-00076,-0.9324146117142512,-1.2512998587683135,4.441540891193496,0.62362484161637,0.3688399243450269,False
CTR-00077-1,CUST-00077,-2.1845376624499613,-0.6894071483649657,9.0,1.0552707203327631,0.0,False
CTR-00077-2,CUST-00077,-0.544240017732947,-1.1204239976254688,8.0,0.7086755229523913,0.10258650224659344,False
CTR-00078-1,CUST-00078,-0.9062161704270835,-0.38597795088772546,3.2429638636824727,0.15525421997594957,0.2891414210523522,False
CTR-00078-2,CUST-00078,1.251643348517479,-0.22714942406531813,0.0,-1.1982660591705696,0.6100813099742979,False
CTR-00079-1,CUST-00079,-0.28128526205256377,-1.9309622312132926,3.2296521780120453,1.8158739964215838,0.18734899363317356,True
CTR-00080-1,CUST-00080,0.78703428276961,0.5462695576629195,0.0,1.3586924175395851,0.7629783760263875,True
CTR-00081-1,CUST-00081,0.6931381400475393,0.8371247798805247,0.0,0.9545049098883749,0.8535308744269019,False
CTR-00081-2,CUST-00081,-0.2546817754751898,1.223618591982556,1.0,-0.7716170390367387,0.7117292106604661,True
CTR-00081-3,CUST-00081,0.6145231148921458,-0.3043668356885141,2.719100448107057,0.7721592939904665,0.6263735485954961,True
CTR-00082-1,CUST-00082,0.3279489289827266,0.05209833608458525,0.0,0.20406794851960708,0.8325574275629143,True
CTR-00083-1,CUST-00083,-0.8279245028429968,0.540624762020712,0.0,0.4063293253874656,0.434756253307741,False
CTR-00083-2,CUST-00083,-1.333019748643473,-0.3527027617195194,3.3518891907446884,0.5939401054977287,0.09751509891761462,False
CTR-00084-1,CUST-00084,0.04058732126139086,1.2829183520610874,0.0,0.6021690506772659,0.73035035815137,True
CTR-00084-2,CUST-00084,0.5703110000697289,-0.09811964498937448,1.7417629330859214,-0.2993433595137016,0.5314234368109818,True
CTR-00084-3,CUST-00084,-0.12187701189568345,0.8830815526197249,2.0300000000000002,0.4107958363253267,0.7513365933510908,True
CTR-00085-1,CUST-00085,0.8074864644463009,1.6508864395150193,0.0,0.8476274325383559,0.9531428540032907,True
CTR-00086-1,CUST-00086,0.6012294699632122,1.4239814394642807,0.2644777822251394,-1.3545011718869888,0.8940833207831088,True
CTR-00087-1,CUST-00087,-0.8411378093034552,0.5068220855677181,2.83934866982681,0.5813853607224189,0.4250426513726971,False
CTR-00088-1,CUST-00088,1.0528387249817563,0.03821640494778361,0.4289146562488565,0.2583870610664826,0.6926240816959438,True
CTR-00089-1,CUST-00089,-0.2132267059379892,0.1569404329162256,0.10219850043086609,-0.25942163304321353,0.6520560293244534,True
CTR-00090-1,CUST-00090,-0.030703500585506305,-1.034710683503469,3.4417663715089826,-0.4592797202965589,0.5277185415418738,False
CTR-00091-1,CUST-00091,0.8414859624399061,0.2994086216082505,1.0,-1.2555560847745377,0.709830294355626,True
CTR-00092-1,CUST-00092,-1.07476247429104,-0.31813254458960305,0.0,0.8843933149189572,0.4552030754364753,False
CTR-00092-2,CUST-00092,0.047431711810882016,-0.5871999475906053,1.3705082212451245,0.4505638352309689,0.5671411998633316,True
CTR-00093-1,CUST-00093,1.741806896970545,1.8849098042216137,0.0,1.2749424653984958,0.9881493749597433,True
CTR-00094-1,CUST-00094,0.4714571329138343,1.077682951279118,0.0,0.5554745995093892,0.812611521825359,True
CTR-00094-2,CUST-00094,0.07864898248555506,0.510959035594456,0.0,0.49543322486947877,0.8260857271250003,True
CTR-00095-1,CUST-00095,-0.5751102000070061,0.036332391423839594,3.0,-0.20451200584180756,0.37875072233549933,False
CTR-00095-2,CUST-00095,-0.3255419625656867,-0.242595045593924,1.3786537871288496,-1.5110264018014075,0.1260058056778835,False
CTR-00096-1,CUST-00096,1.940212019607364,0.20561930948670576,0.29375659077772187,-1.1638368522485802,0.9126540226088703,True
CTR-00097-1,CUST-00097,0.5464060795931116,-0.29875599146429105,0.0,0.14133625361920257,0.6813365271274701,False
CTR-00098-1,CUST-00098,-1.2874985350035835,1.3777846330123587,1.1614414239702442,-0.12037232510323809,0.28641187417647057,False
CTR-00099-1,CUST-00099,-0.6186421798311349,1.1171036686997744,0.0,0.13711092231709882,0.7108744800839956,False
CTR-00100-1,CUST-00100,0.946264573204092,1.0818726411760071,0.0,-0.520949900086831,0.9530578566146716,False
CTR-00101-1,CUST-00101,-1.176764928866122,-1.5937615492470234,1.6598832056041735,0.6863523503194351,0.03641320458935734,False
CTR-00102-1,CUST-00102,-0.23557666852678294,0.7921026858849157,1.0,-1.4710947006432131,0.6633881485515296,True
CTR-00103-1,CUST-00103,-0.015425870230025507,0.8811354632585239,0.0,-1.0047761547594003,0.8108988914124827,True
CTR-00104-1,CUST-00104,-0.18685897285853614,1.5441629563386257,0.0,0.8300351588823239,0.8688147397972632,False
CTR-00105-1,CUST-00105,-1.0867233156587255,0.020596599299431584,4.0,0.054311183000894256,0.2424183876540538,False
CTR-00105-2,CUST-00105,-1.6998033215726953,0.8502292512602694,1.0,-0.4952998688216609,0.2068855678975552,False
CTR-00106-1,CUST-00106,-1.4445849907619546,-1.2792086261928306,8.522384205698806,-0.24275706870318936,0.0,False
CTR-00107-1,CUST-00107,-0.11102148585405003,0.26060430083082897,2.797399387341253,-0.890942339674972,0.4901150588098213,True
CTR-00108-1,CUST-00108,-0.911137400114724,0.326677076546891,1.553826528752443,-1.5979012909031594,0.5696075517512645,True
CTR-00109-1,CUST-00109,0.6337975082458625,-0.15666526024661648,0.4166179290543752,-0.06387216152454059,0.5328645535010247,True
CTR-00110-1,CUST-00110,-0.6113506458552467,-1.7959013587717911,3.1543755661434334,-1.3420602451757966,0.08418811346648553,False
CTR-00110-2,CUST-00110,-0.3772209975625518,0.054588159316039775,2.0,-0.4176434606881351,0.425196861590556,False
CTR-00111-1,CUST-00111,-0.9761252812804497,-0.06181831108120517,2.0,-0.12283021858170595,0.22102378138517298,False
CTR-00112-1,CUST-00112,-0.1614194595683651,0.02002455455137002,5.791606284705846,-0.03404097603198686,0.47416920318626665,True
CTR-00113-1,CUST-00113,-0.8955918207865861,0.10639594172661715,4.258788857043273,-1.4560000894825054,0.22130045949846724,False
CTR-00113-2,CUST-00113,-0.05874281673665274,-0.21418008982022985,0.5273704997196832,-0.8611411838590493,0.35580923279105825,True
CTR-00113-3,CUST-00113,-0.37622690219064203,0.8030190053911521,0.0,0.9644062709037539,0.8016792718092528,True
CTR-00114-1,CUST-00114,-1.0981389536446635,-0.3316096638233935,8.777446133813154,0.17050817239933658,0.0,False
CTR-00114-2,CUST-00114,-0.542535328300181,-0.38994075061365246,1.998004218529398,-0.6545451282028033,0.17884176252423137,False
CTR-00115-1,CUST-00115,0.6513692265431621,0.8539541717539649,0.5793442931791959,0.4028965239918003,0.8190369159619537,True
CTR-00116-1,CUST-00116,-1.5269824798316234,0.33009930217606404,4.819150491065696,0.10013010920647092,0.1965793805073821,False
CTR-00117-1,CUST-00117,-0.19463249123324156,0.9558352364544813,1.0,-1.1124961460985845,0.6316779130498287,True
CTR-00118-1,CUST-00118,-0.14722396495774814,0.21006989477816257,2.308905788833906,-0.009240624847775816,0.45910814735828337,False
CTR-00119-1,CUST-00119,-0.8300389644797864,0.8216447019752556,0.0,0.8983639855905646,0.4423633667027147,False
CTR-00120-1,CUST-00120,0.5900773506454593,-0.8286298073280549,2.249847021013969,0.649778146082502,0.5135868583991015,False
CTR-00120-2,CUST-00120,-0.7479845992020232,-0.6296073230320888,0.6762052437982216,0.6798179068244348,0.2153432266724316,False
CTR-00121-1,CUST-00121,1.2618842875126113,1.857640594087655,0.0,-0.19141509882090713,0.9715420220178663,True
CTR-00121-2,CUST-00121,1.9922121944696407,1.1094744637531866,0.0,0.3977958421143696,0.9752032002858342,True
CTR-00122-1,CUST-00122,-1.9131097428725323,0.05061024415592118,2.0,0.4228057819353058,0.07267963190429737,False
CTR-00123-1,CUST-00123,-0.3192732773150708,1.1655220525291903,1.0,-0.3414271020794798,0.7855573254628395,False
CTR-00124-1,CUST-00124,0.5121225208890487,1.2869900856088523,0.0,-0.30567490624668303,0.6646992982758735,True
CTR-00125-1,CUST-00125,-0.8158952955105016,-1.903892154597452,1.7215478270362201,0.7760276561681465,0.0469603743465581,False
CTR-00126-1,CUST-00126,-0.5762116189124131,-1.6838767998625115,8.8945252285047,0.8902719209112384,0.0,False
CTR-00126-2,CUST-00126,-0.5886630907065019,-1.5652352930118005,3.6469241740770784,0.10356732322216956,0.08914294556778621,False
CTR-00127-1,CUST-00127,0.15741621411803186,-0.4827335334151546,5.7994125026451115,0.4976239777132748,0.3553696510583383,True
CTR-00128-1,CUST-00128,-0.171832268208516,0.15866731644800733,0.0,0.5085703405981126,0.6271366720890655,False
CTR-00128-2,CUST-00128,-0.8467469989934219,0.6889735435072936,0.0,0.4259875588593365,0.35477320720403666,False
CTR-00129-1,CUST-00129,0.8392657685442825,-0.47547315111765376,0.0,0.3024189724545219,0.2802167149146913,False
CTR-00130-1,CUST-00130,-0.8617435395939192,1.599306609921176,1.0,0.2402103954674773,0.6580035504932872,True
CTR-00130-2,CUST-00130,-0.1321350424827742,0.6669022336498348,0.3422304050216811,1.045736550280998,0.6948965564471943,False
CTR-00131-1,CUST-00131,0.30860433985062286,-0.4664623885290046,1.0,0.2737912867625989,0.5009148996550563,False
CTR-00131-2,CUST-00131,0.3115363587617773,0.17292976058316623,0.0,0.24971451280565904,0.784899168532314,True
CTR-00132-1,CUST-00132,0.5977500952042805,-0.18239579576500792,2.0,-0.311462041873646,0.541217927753874,False
CTR-00133-1,CUST-00133,-1.9589172540608515,-0.13425949941175064,4.413816275345049,-0.8896258102877044,0.05211247682466626,False
CTR-00134-1,CUST-00134,2.3441139766281083,0.6266476339942386,0.23071240792615577,-0.41876570350020276,0.9756158404062034,True
CTR-00135-1,CUST-00135,-3.638024974685499,-1.0187619099737257,8.0,0.5614524569538302,0.0035514626137822876,False
CTR-00136-1,CUST-00136,-0.9498384806516684,0.05788771756797034,0.0,-0.3769214769353004,0.44548128916284707,True
CTR-00136-2,CUST-00136,0.2589684986968308,-0.031139414822927387,0.282503143920382,0.8697357903177598,0.6701431841356921,True
CTR-00137-1,CUST-00137,-1.2204968038431434,0.3356564449890276,2.6868623238589056,0.09993366814005339,0.2501108853043057,False
CTR-00138-1,CUST-00138,-0.25832292996303347,-0.387704386077792,0.0,0.8919926542582673,0.38497576457462657,False
CTR-00138-2,CUST-00138,0.047048300612960975,0.4159880052936619,0.5712433737399817,1.016036320844554,0.5443273200399252,False
CTR-00139-1,CUST-00139,0.28519072664887773,-0.3982831921627602,0.0,-0.23487832817211182,0.5940698769061136,False
CTR-00140-1,CUST-00140,-0.45571418205528436,2.069840170604189,5.0,-0.17899736570179378,0.8335669568435033,True
CTR-00141-1,CUST-00141,-0.35607158412950607,-1.7409593784528705,2.46708970829843,0.36210843757252026,0.2609686072326972,False
CTR-00141-2,CUST-00141,1.5407539761819502,-2.129656136184593,8.0,-0.13549213755401987,0.4972327603324938,True
CTR-00141-3,CUST-00141,-0.4656704195033137,-0.10906597220812722,2.9412397459351114,-0.6118413975373792,0.14093036111213425,False
CTR-00142-1,CUST-00142,-1.4434453567868104,-0.8261798653582433,3.9688551903189886,-0.4663990275626615,0.09908167736199185,False
CTR-00143-1,CUST-00143,-0.6265949062209804,-0.10866406740163831,0.0,-0.6459934494160668,0.24638413609964568,True
CTR-00144-1,CUST-00144,1.5184021262368308,0.7381741729639657,1.03,0.878911341917908,0.96794475058478,True
CTR-00145-1,CUST-00145,0.1822619563572812,-0.8746552327687915,1.994200644243589,0.1435547930765549,0.4506785082915892,True
CTR-00145-2,CUST-00145,0.18188714957731175,1.6934287678074327,0.0,0.4386994468846055,0.867478644564354,True
CTR-00146-1,CUST-00146,0.3129586732183143,-1.356608114482556,8.9,0.1389856179126857,0.0,False
CTR-00146-2,CUST-00146,0.9228169988080333,-1.3608882513680254,1.9546168245558517,-0.00945651935153946,0.37918708207391416,False
CTR-00146-3,CUST-00146,0.37290381224634483,-0.5639148845299846,2.052352029558136,-0.45327487852579135,0.5353440599282648,True
CTR-00147-1,CUST-00147,-2.019623124005058,0.0788979476326035,8.0,-0.6374591373300518,0.047601752570970504,False
CTR-00148-1,CUST-00148,-1.288516694658248,-0.8572052548174995,8.0,0.03956391846122931,0.07568960679580965,False
CTR-00148-2,CUST-00148,-2.2027597141966844,-0.9059452227842577,8.48863448569897,-0.27622783381889193,0.0,False
CTR-00149-1,CUST-00149,-0.6167996915305166,0.0406374625767954,2.704180762436332,-0.05683675691307849,0.2664943773059417,True
CTR-00150-1,CUST-00150,-1.428401380378269,0.06181797065927147,1.6420818038026876,0.8115575183460914,0.2085222370598825,False
CTR-00150-2,CUST-00150,-0.7866946040901228,-0.7744291772567728,3.0,0.31634047281534194,0.14764910766201253,True
CTR-00151-1,CUST-00151,-0.36028313933376666,-0.9346824310877949,2.170140585948187,0.7007386678571528,0.42998654354366345,False
CTR-00152-1,CUST-00152,-0.34557077962061766,-0.12101923779019907,0.0,-0.8965021118282219,0.21325734933459545,False
CTR-00153-1,CUST-00153,-0.6711662035639377,-0.3155735964815219,0.0,-0.12789109007491706,0.31635399341277715,False
CTR-00154-1,CUST-00154,0.37583241667337675,1.4039673233891201,0.0,0.3160865151255725,0.7540117805966279,True
CTR-00154-2,CUST-00154,-0.813952571576466,1.4405347815863168,2.0,0.2605630940322451,0.5278085909350757,False
CTR-00154-3,CUST-00154,-0.6949504183870638,0.6198594648622222,2.0,-0.9949468369624203,0.2854910999140495,False
CTR-00155-1,CUST-00155,0.214370591228919,-0.2873763315390243,0.49908312816680844,1.0736141740160432,0.7434690543785178,True
CTR-00155-2,CUST-00155,1.6030193511490443,0.2722369886492251,1.0,-1.1777993669638749,0.8544241033914107,True
CTR-00156-1,CUST-00156,-1.128702103333835,-1.4554828567598326,6.503792478655435,-0.242175022868724,0.054194678542981524,False
CTR-00157-1,CUST-00157,0.06596082005575904,1.0516257695470226,1.0,0.05091353522450409,0.7447737457000898,True
CTR-00158-1,CUST-00158,-0.9552026166697681,0.2984285307825224,0.0,0.5913606342155406,0.45654430236192944,True
CTR-00159-1,CUST-00159,-0.9490660539780189,-2.492502028800355,6.819721576552126,-0.07109561012741401,0.019207724672008854,False
CTR-00160-1,CUST-00160,-0.8020767896905637,0.7986414308638518,2.0,-0.8797255600872782,0.18719676338491847,False
CTR-00161-1,CUST-00161,2.138780865542282,1.5044501090243663,0.0,-0.09940735552749025,0.9762638499353151,True
CTR-00161-2,CUST-00161,1.370379927703309,0.21956459139830423,0.0,-0.36538291704246145,0.8405135269538558,True
